1003,1,1
1021,1,1
1039,1,1
1042,1,1
1048,1,1
1060,1,1
1063,1,1
10018,1,1
10024,2,1
10027,1,1
10030,1,1
10045,4,1
10048,2,1
10051,1,1
10057,1,1
10060,1,1
10063,1,1
10075,1,1
10084,1,1
10087,1,1
10090,2,1
10093,1,1
10096,1,1
10102,1,1
10111,1,1
10126,2,1
10144,1,1
109,1,1
10150,1,1
1093,1,1
10153,1,1
1096,1,1
10156,1,1
1102,1,1
10168,1,1
1108,5,1
10174,1,1
1111,1,1
10180,2,1
1114,9,1
10183,1,1
1129,1,1
10189,5,1
1132,1,1
10192,1,1
1135,1,1
10198,1,1
1141,1,1
10201,2,1
1147,1,1
10204,1,1
10717,2,1
10210,1,1
10723,1,1
10213,1,1
10729,1,1
1168,1,1
10225,1,1
10738,1,1
1177,1,1
10249,1,1
10741,1,1
1183,1,1
10252,1,1
10753,2,1
1186,1,1
10300,1,1
10762,1,1
1192,1,1
10303,1,1
10774,1,1
1195,1,1
10306,1,1
10780,1,1
1207,1,1
10309,1,1
10789,1,1
1210,1,1
10318,1,1
10792,1,1
11536,1,1
10321,1,1
10795,1,1
11542,1,1
10330,1,1
10798,1,1
11545,1,1
10339,1,1
10801,3,1
11551,1,1
10348,1,1
10804,1,1
11560,1,1
10354,1,1
10807,1,1
11563,1,1
10357,1,1
10816,1,1
11569,1,1
10363,1,1
10822,1,1
11584,1,1
10366,1,1
10825,1,1
11590,1,1
10372,1,1
10834,1,1
11593,1,1
10384,1,1
10843,2,1
11599,1,1
10387,1,1
10861,1,1
11602,1,1
10399,1,1
10876,1,1
11617,1,1
10405,1,1
10894,1,1
11644,1,1
10408,1,1
10927,1,1
11650,1,1
10420,1,1
10948,1,1
11656,1,1
10426,1,1
10957,1,1
11659,1,1
10435,1,1
10966,7,1
11662,1,1
10438,1,1
10975,1,1
11683,1,1
10444,1,1
10978,1,1
11689,3,1
10459,1,1
10987,1,1
11698,1,1
10462,1,1
10990,1,1
11701,1,1
10468,1,1
11038,1,1
11707,1,1
10474,1,1
11050,1,1
11719,1,1
10477,1,1
11128,1,1
11722,1,1
10492,1,1
11134,1,1
11731,1,1
10498,1,1
11140,1,1
11734,1,1
10501,1,1
11146,1,1
11740,1,1
10504,1,1
11155,1,1
11746,1,1
10507,1,1
11164,1,1
11749,1,1
10513,1,1
11176,1,1
11755,1,1
10525,1,1
11182,1,1
11764,1,1
10528,1,1
11191,1,1
11767,1,1
10531,1,1
11206,1,1
11770,1,1
10537,1,1
11212,1,1
11773,6,1
10543,1,1
11227,1,1
11776,1,1
10552,1,1
11236,1,1
11782,1,1
10585,1,1
11245,1,1
11785,1,1
10588,1,1
11257,1,1
11788,1,1
10591,1,1
11260,1,1
11794,1,1
10594,1,1
11263,1,1
11812,1,1
10597,1,1
11266,1,1
11827,1,1
10600,1,1
11272,1,1
11830,1,1
10606,1,1
11275,3,1
11833,1,1
10624,1,1
11278,1,1
11851,1,1
10636,5,1
11284,2,1
11854,1,1
10684,1,1
11290,1,1
11863,1,1
10690,1,1
11296,1,1
11869,1,1
10693,1,1
11308,1,1
11884,1,1
10702,1,1
11311,1,1
11887,1,1
10708,1,1
11314,1,1
11893,1,1
10714,1,1
11317,2,1
11896,1,1
124,1,1
11320,1,1
11899,1,1
1225,1,1
11323,1,1
11902,1,1
1231,1,1
11326,1,1
11905,1,1
1249,1,1
11332,1,1
11908,1,1
12172,1,1
11341,1,1
11917,1,1
12175,1,1
11347,1,1
11929,1,1
12193,1,1
11356,3,1
11938,1,1
12196,3,1
11359,1,1
11944,1,1
12199,1,1
11362,1,1
13,1,1
11947,1,1
12202,1,1
12640,1,1
11953,1,1
11365,1,1
12205,1,1
12646,1,1
11383,1,1
11956,1,1
12211,2,1
12652,1,1
11386,1,1
11959,1,1
12214,2,1
12658,5,1
11401,1,1
11965,1,1
12220,1,1
12664,1,1
11410,1,1
11971,1,1
12226,1,1
12679,1,1
11977,1,1
11413,1,1
12229,1,1
12682,1,1
11995,1,1
11416,1,1
12232,1,1
12688,1,1
11998,1,1
11422,1,1
12238,1,1
12004,1,1
12691,1,1
11437,1,1
12244,1,1
12697,1,1
12019,1,1
11440,1,1
12250,1,1
12700,1,1
12046,1,1
11461,1,1
12256,1,1
12703,1,1
12055,1,1
11464,1,1
12265,1,1
12712,1,1
12058,3,1
11488,1,1
12271,1,1
12715,1,1
11494,1,1
12070,1,1
12274,1,1
12721,1,1
12079,1,1
11518,1,1
12277,1,1
12724,1,1
11521,1,1
12082,1,1
12280,1,1
12730,1,1
11527,1,1
12088,1,1
12286,1,1
12733,1,1
1330,1,1
12091,1,1
12736,1,1
12292,1,1
1333,1,1
12094,1,1
1336,1,1
12106,1,1
12295,1,1
12748,1,1
1345,1,1
12109,4,1
12313,1,1
12754,2,1
12112,1,1
1348,1,1
12316,1,1
12763,1,1
1357,1,1
12118,1,1
12322,1,1
12766,1,1
12334,1,1
12769,1,1
12124,1,1
1363,1,1
12340,1,1
12136,1,1
12772,1,1
13153,3,1
12349,1,1
12145,1,1
12775,1,1
13156,1,1
12352,1,1
12778,1,1
12148,2,1
13165,1,1
12361,1,1
12154,1,1
12781,1,1
13177,1,1
12364,1,1
12160,1,1
12784,1,1
13186,1,1
12370,1,1
12163,1,1
12799,1,1
13219,1,1
12373,1,1
12805,1,1
12166,1,1
13243,3,1
12382,1,1
12808,1,1
13255,1,1
12388,1,1
1384,1,1
12811,1,1
13261,1,1
12391,1,1
1393,1,1
13267,1,1
12820,1,1
12394,1,1
1402,1,1
12829,1,1
13273,1,1
